r(t),r(t-1),r(t-2),r(t-3),r(t-4),r(t-5),Prediccion,Paseo aleatorio
0.004629822127794005,0.012817428006884025,0.024766311311841076,-0.007058751705746058,0.006039645870561579,-0.008795721593534716,0.0008395385088109497,-0.0004281826447955741
-0.0025155000000000134,0.004629822127794005,0.012817428006884025,0.024766311311841076,-0.007058751705746058,0.006039645870561579,0.0006288615617312448,-0.00015463844903547625
0.0056732233188399395,-0.0025155000000000134,0.004629822127794005,0.012817428006884025,0.024766311311841076,-0.007058751705746058,-0.012070359021809323,-0.008515996743319989
-0.0030138006798487655,0.0056732233188399395,-0.0025155000000000134,0.004629822127794005,0.012817428006884025,0.024766311311841076,0.00998055947736325,0.004275497202917322
0.0018563811675626147,-0.0030138006798487655,0.0056732233188399395,-0.0025155000000000134,0.004629822127794005,0.012817428006884025,0.005072872464628019,0.0017405015161964462
0.011469537300679067,0.0018563811675626147,-0.0030138006798487655,0.0056732233188399395,-0.0025155000000000134,0.004629822127794005,0.000227502828024328,-0.00021887246636770254
-0.002091967109666311,0.011469537300679067,0.0018563811675626147,-0.0030138006798487655,0.0056732233188399395,-0.0025155000000000134,-0.0062761717919504745,-0.0036260633949202984
0.016092558304710774,-0.002091967109666311,0.011469537300679067,0.0018563811675626147,-0.0030138006798487655,0.0056732233188399395,-0.009974630292858493,-0.005771578420344425
0.002493093102602834,0.016092558304710774,-0.002091967109666311,0.011469537300679067,0.0018563811675626147,-0.0030138006798487655,0.01722065280874538,0.007092245927226178
-0.0054178155649931385,0.002493093102602834,0.016092558304710774,-0.002091967109666311,0.011469537300679067,0.0018563811675626147,0.004699014506703798,0.0014814905938539146
-0.0017552211611605037,-0.0054178155649931385,0.002493093102602834,0.016092558304710774,-0.002091967109666311,0.011469537300679067,0.017082842972252973,0.008508133918881413
0.007048495694976787,-0.0017552211611605037,-0.0054178155649931385,0.002493093102602834,0.016092558304710774,-0.002091967109666311,0.025797658590469487,0.012918706692267043
-0.00469247481668678,0.007048495694976787,-0.0017552211611605037,-0.0054178155649931385,0.002493093102602834,0.016092558304710774,-0.0008680416288335737,-0.0061594145869081195
-3.0275580017145564e-05,-0.00469247481668678,0.007048495694976787,-0.0017552211611605037,-0.0054178155649931385,0.002493093102602834,0.27776379767360365,-0.014459832164243801
0.003300789202267318,-3.0275580017145564e-05,-0.00469247481668678,0.007048495694976787,-0.0017552211611605037,-0.0054178155649931385,-0.007706310564576944,-0.004463015135309922
0.012009960580201479,0.003300789202267318,-3.0275580017145564e-05,-0.00469247481668678,0.007048495694976787,-0.0017552211611605037,-0.009208322616116132,-0.0037859595718973517
0.0062670417922503436,0.012009960580201479,0.003300789202267318,-3.0275580017145564e-05,-0.00469247481668678,0.007048495694976787,0.002220486028663588,-0.00014594325930149357
0.0015430896026636183,0.0062670417922503436,0.012009960580201479,0.003300789202267318,-3.0275580017145564e-05,-0.00469247481668678,-0.003460512540398987,-0.004205247576658283
0.008073223282085698,0.0015430896026636183,0.0062670417922503436,0.012009960580201479,0.003300789202267318,-3.0275580017145564e-05,-0.007463287960309299,-0.0064301842308963275
0.002459356525791011,0.008073223282085698,0.0015430896026636183,0.0062670417922503436,0.012009960580201479,0.003300789202267318,0.01187948560397602,0.0033159865553021644
-0.006405740182489776,0.002459356525791011,0.008073223282085698,0.0015430896026636183,0.0062670417922503436,0.012009960580201479,0.006602990137193253,0.004104104995810711
-0.009262058461691442,-0.006405740182489776,0.002459356525791011,0.008073223282085698,0.0015430896026636183,0.0062670417922503436,-0.01683322375687164,-0.008795216991425119
0.007443207521868151,-0.009262058461691442,-0.006405740182489776,0.002459356525791011,0.008073223282085698,0.0015430896026636183,0.025204339426953635,0.017053847277896807
0.0037642697864984143,0.007443207521868151,-0.009262058461691442,-0.006405740182489776,0.002459356525791011,0.008073223282085698,-0.005712980977172614,-0.005954879253096848
0.010170366270516446,0.0037642697864984143,0.007443207521868151,-0.009262058461691442,-0.006405740182489776,0.002459356525791011,-0.00760137204432534,-0.002510100481710819
-0.0024724753222734445,0.010170366270516446,0.0037642697864984143,0.007443207521868151,-0.009262058461691442,-0.006405740182489776,0.003016509019132353,0.0036599623743275166
0.006101691270275209,-0.0024724753222734445,0.010170366270516446,0.0037642697864984143,0.007443207521868151,-0.009262058461691442,-0.017457394590926118,-0.006716778905903094
0.00327509167056158,0.006101691270275209,-0.0024724753222734445,0.010170366270516446,0.0037642697864984143,0.007443207521868151,-0.0009608175420127065,-0.0071986984467627595
0.0035280000208313825,0.00327509167056158,0.006101691270275209,-0.0024724753222734445,0.010170366270516446,0.0037642697864984143,-0.009507809127931602,-0.006884048755167969
0.0004281826447955741,0.0035280000208313825,0.00327509167056158,0.006101691270275209,-0.0024724753222734445,0.010170366270516446,0.0021937863590176417,-0.00273690417376821
0.00015463844903547625,0.0004281826447955741,0.0035280000208313825,0.00327509167056158,0.006101691270275209,-0.0024724753222734445,0.0037582391498240672,0.0007301920092010306
0.008515996743319989,0.00015463844903547625,0.0004281826447955741,0.0035280000208313825,0.00327509167056158,0.006101691270275209,-0.00505470621451356,-0.00353860731435604
-0.004275497202917322,0.008515996743319989,0.00015463844903547625,0.0004281826447955741,0.0035280000208313825,0.00327509167056158,0.01408172247674835,-0.001490919065239384
-0.0017405015161964462,-0.004275497202917322,0.008515996743319989,0.00015463844903547625,0.0004281826447955741,0.0035280000208313825,0.00378503302492245,0.0006508253620899208
0.00021887246636770254,-0.0017405015161964462,-0.004275497202917322,0.008515996743319989,0.00015463844903547625,0.0004281826447955741,0.005979266786714755,0.0018048905137630366
0.0036260633949202984,0.00021887246636770254,-0.0017405015161964462,-0.004275497202917322,0.008515996743319989,0.00015463844903547625,-0.01847466758381571,-0.0036613848869175487
0.005771578420344425,0.0036260633949202984,0.00021887246636770254,-0.0017405015161964462,-0.004275497202917322,0.008515996743319989,-0.0029804470695720836,-0.0030914358769025168
-0.007092245927226178,0.005771578420344425,0.0036260633949202984,0.00021887246636770254,-0.0017405015161964462,-0.004275497202917322,0.15491753457561186,-0.0025716376263710747
-0.0014814905938539146,-0.007092245927226178,0.005771578420344425,0.0036260633949202984,0.00021887246636770254,-0.0017405015161964462,-0.0015401758102102832,-0.0013547140300515141
-0.008508133918881413,-0.0014814905938539146,-0.007092245927226178,0.005771578420344425,0.0036260633949202984,0.00021887246636770254,-0.0036397938884159932,-0.0012979709871441091
-0.012918706692267043,-0.008508133918881413,-0.0014814905938539146,-0.007092245927226178,0.005771578420344425,0.0036260633949202984,0.00765394369961642,0.0038511062433323703
0.0061594145869081195,-0.012918706692267043,-0.008508133918881413,-0.0014814905938539146,-0.007092245927226178,0.005771578420344425,0.0039582722277590725,0.0020758775539615744
0.014459832164243801,0.0061594145869081195,-0.012918706692267043,-0.008508133918881413,-0.0014814905938539146,-0.007092245927226178,-0.006867695808311689,-0.003867130616277618
0.004463015135309922,0.014459832164243801,0.0061594145869081195,-0.012918706692267043,-0.008508133918881413,-0.0014814905938539146,-0.017497122259876867,-0.008250890924885953
0.0037859595718973517,0.004463015135309922,0.014459832164243801,0.0061594145869081195,-0.012918706692267043,-0.008508133918881413,-0.01264579608424065,0.0017075698704839691
0.00014594325930149357,0.0037859595718973517,0.004463015135309922,0.014459832164243801,0.0061594145869081195,-0.012918706692267043,0.00943464706576642,0.001085674929192955
