r(t),r(t-1),r(t-2),r(t-3),r(t-4),r(t-5),Prediccion,Paseo aleatorio
0.004629822127794005,0.012817428006884025,0.024766311311841076,-0.007058751705746058,0.006039645870561579,-0.008795721593534716,-0.011759689680707005,-0.004629822127794005
-0.0025155000000000134,0.004629822127794005,0.012817428006884025,0.024766311311841076,-0.007058751705746058,0.006039645870561579,0.010524067432949553,0.0025155000000000134
0.0056732233188399395,-0.0025155000000000134,0.004629822127794005,0.012817428006884025,0.024766311311841076,-0.007058751705746058,-0.007325598449223285,-0.0056732233188399395
-0.0030138006798487655,0.0056732233188399395,-0.0025155000000000134,0.004629822127794005,0.012817428006884025,0.024766311311841076,0.018430368458237607,0.0030138006798487655
0.0018563811675626147,-0.0030138006798487655,0.0056732233188399395,-0.0025155000000000134,0.004629822127794005,0.012817428006884025,0.002516841278855494,-0.0018563811675626147
0.011469537300679067,0.0018563811675626147,-0.0030138006798487655,0.0056732233188399395,-0.0025155000000000134,0.004629822127794005,-0.018656947847724238,-0.011469537300679067
-0.002091967109666311,0.011469537300679067,0.0018563811675626147,-0.0030138006798487655,0.0056732233188399395,-0.0025155000000000134,0.003013196926076953,0.002091967109666311
0.016092558304710774,-0.002091967109666311,0.011469537300679067,0.0018563811675626147,-0.0030138006798487655,0.0056732233188399395,-0.026812366173420612,-0.016092558304710774
0.002493093102602834,0.016092558304710774,-0.002091967109666311,0.011469537300679067,0.0018563811675626147,-0.0030138006798487655,-0.004012389383552298,-0.002493093102602834
-0.0054178155649931385,0.002493093102602834,0.016092558304710774,-0.002091967109666311,0.011469537300679067,0.0018563811675626147,0.012619264284027158,0.0054178155649931385
-0.0017552211611605037,-0.0054178155649931385,0.002493093102602834,0.016092558304710774,-0.002091967109666311,0.011469537300679067,0.010535728086720597,0.0017552211611605037
0.007048495694976787,-0.0017552211611605037,-0.0054178155649931385,0.002493093102602834,0.016092558304710774,-0.002091967109666311,-0.011126630432483343,-0.007048495694976787
-0.00469247481668678,0.007048495694976787,-0.0017552211611605037,-0.0054178155649931385,0.002493093102602834,0.016092558304710774,0.014665884741342027,0.00469247481668678
-3.0275580017145564e-05,-0.00469247481668678,0.007048495694976787,-0.0017552211611605037,-0.0054178155649931385,0.002493093102602834,0.00032649560101030223,3.0275580017145564e-05
0.003300789202267318,-3.0275580017145564e-05,-0.00469247481668678,0.007048495694976787,-0.0017552211611605037,-0.0054178155649931385,-0.0075976922584682915,-0.003300789202267318
0.012009960580201479,0.003300789202267318,-3.0275580017145564e-05,-0.00469247481668678,0.007048495694976787,-0.0017552211611605037,-0.022507994281490862,-0.012009960580201479
0.0062670417922503436,0.012009960580201479,0.003300789202267318,-3.0275580017145564e-05,-0.00469247481668678,0.007048495694976787,-0.009314496179092184,-0.0062670417922503436
0.0015430896026636183,0.0062670417922503436,0.012009960580201479,0.003300789202267318,-3.0275580017145564e-05,-0.00469247481668678,-0.0039389724253702805,-0.0015430896026636183
0.008073223282085698,0.0015430896026636183,0.0062670417922503436,0.012009960580201479,0.003300789202267318,-3.0275580017145564e-05,-0.012142395732152672,-0.008073223282085698
0.002459356525791011,0.008073223282085698,0.0015430896026636183,0.0062670417922503436,0.012009960580201479,0.003300789202267318,-0.00036294091189088265,-0.002459356525791011
-0.006405740182489776,0.002459356525791011,0.008073223282085698,0.0015430896026636183,0.0062670417922503436,0.012009960580201479,0.01822384927981643,0.006405740182489776
-0.009262058461691442,-0.006405740182489776,0.002459356525791011,0.008073223282085698,0.0015430896026636183,0.0062670417922503436,0.021352465360985187,0.009262058461691442
0.007443207521868151,-0.009262058461691442,-0.006405740182489776,0.002459356525791011,0.008073223282085698,0.0015430896026636183,-0.011446903515263451,-0.007443207521868151
0.0037642697864984143,0.007443207521868151,-0.009262058461691442,-0.006405740182489776,0.002459356525791011,0.008073223282085698,-0.004637793406206882,-0.0037642697864984143
0.010170366270516446,0.0037642697864984143,0.007443207521868151,-0.009262058461691442,-0.006405740182489776,0.002459356525791011,-0.019883788420060798,-0.010170366270516446
-0.0024724753222734445,0.010170366270516446,0.0037642697864984143,0.007443207521868151,-0.009262058461691442,-0.006405740182489776,0.0016330774775049682,0.0024724753222734445
0.006101691270275209,-0.0024724753222734445,0.010170366270516446,0.0037642697864984143,0.007443207521868151,-0.009262058461691442,-0.012932078729041284,-0.006101691270275209
0.00327509167056158,0.006101691270275209,-0.0024724753222734445,0.010170366270516446,0.0037642697864984143,0.007443207521868151,-0.0008282569754611297,-0.00327509167056158
0.0035280000208313825,0.00327509167056158,0.006101691270275209,-0.0024724753222734445,0.010170366270516446,0.0037642697864984143,-0.0035961246896805184,-0.0035280000208313825
0.0004281826447955741,0.0035280000208313825,0.00327509167056158,0.006101691270275209,-0.0024724753222734445,0.010170366270516446,0.004173968788256312,-0.0004281826447955741
0.00015463844903547625,0.0004281826447955741,0.0035280000208313825,0.00327509167056158,0.006101691270275209,-0.0024724753222734445,0.00025150680355403524,-0.00015463844903547625
0.008515996743319989,0.00015463844903547625,0.0004281826447955741,0.0035280000208313825,0.00327509167056158,0.006101691270275209,-0.011957308244042543,-0.008515996743319989
-0.004275497202917322,0.008515996743319989,0.00015463844903547625,0.0004281826447955741,0.0035280000208313825,0.00327509167056158,0.009676340566696563,0.004275497202917322
-0.0017405015161964462,-0.004275497202917322,0.008515996743319989,0.00015463844903547625,0.0004281826447955741,0.0035280000208313825,0.0051330131395550364,0.0017405015161964462
0.00021887246636770254,-0.0017405015161964462,-0.004275497202917322,0.008515996743319989,0.00015463844903547625,0.0004281826447955741,0.00107589257037823,-0.00021887246636770254
0.0036260633949202984,0.00021887246636770254,-0.0017405015161964462,-0.004275497202917322,0.008515996743319989,0.00015463844903547625,-0.006064310717724935,-0.0036260633949202984
0.005771578420344425,0.0036260633949202984,0.00021887246636770254,-0.0017405015161964462,-0.004275497202917322,0.008515996743319989,-0.007979354601334691,-0.005771578420344425
-0.007092245927226178,0.005771578420344425,0.0036260633949202984,0.00021887246636770254,-0.0017405015161964462,-0.004275497202917322,0.011007244173877152,0.007092245927226178
-0.0014814905938539146,-0.007092245927226178,0.005771578420344425,0.0036260633949202984,0.00021887246636770254,-0.0017405015161964462,0.00293244706819402,0.0014814905938539146
-0.008508133918881413,-0.0014814905938539146,-0.007092245927226178,0.005771578420344425,0.0036260633949202984,0.00021887246636770254,0.016947036382810712,0.008508133918881413
-0.012918706692267043,-0.008508133918881413,-0.0014814905938539146,-0.007092245927226178,0.005771578420344425,0.0036260633949202984,0.024987281126275247,0.012918706692267043
0.0061594145869081195,-0.012918706692267043,-0.008508133918881413,-0.0014814905938539146,-0.007092245927226178,0.005771578420344425,-0.010261317181521231,-0.0061594145869081195
0.014459832164243801,0.0061594145869081195,-0.012918706692267043,-0.008508133918881413,-0.0014814905938539146,-0.007092245927226178,-0.03165194590794845,-0.014459832164243801
0.004463015135309922,0.014459832164243801,0.0061594145869081195,-0.012918706692267043,-0.008508133918881413,-0.0014814905938539146,-0.012218712080970431,-0.004463015135309922
0.0037859595718973517,0.004463015135309922,0.014459832164243801,0.0061594145869081195,-0.012918706692267043,-0.008508133918881413,-0.011005428572979009,-0.0037859595718973517
0.00014594325930149357,0.0037859595718973517,0.004463015135309922,0.014459832164243801,0.0061594145869081195,-0.012918706692267043,-0.002299144663763641,-0.00014594325930149357
0.004205247576658283,0.00014594325930149357,0.0037859595718973517,0.004463015135309922,0.014459832164243801,0.0061594145869081195,-0.0020786817069677398,-0.004205247576658283
0.0064301842308963275,0.004205247576658283,0.00014594325930149357,0.0037859595718973517,0.004463015135309922,0.014459832164243801,-0.004480331871577937,-0.0064301842308963275
-0.0033159865553021644,0.0064301842308963275,0.004205247576658283,0.00014594325930149357,0.0037859595718973517,0.004463015135309922,0.008587547009849556,0.0033159865553021644
-0.004104104995810711,-0.0033159865553021644,0.0064301842308963275,0.004205247576658283,0.00014594325930149357,0.0037859595718973517,0.010104477652021479,0.004104104995810711
0.008795216991425119,-0.004104104995810711,-0.0033159865553021644,0.0064301842308963275,0.004205247576658283,0.00014594325930149357,-0.014417180652238716,-0.008795216991425119
-0.017053847277896807,0.008795216991425119,-0.004104104995810711,-0.0033159865553021644,0.0064301842308963275,0.004205247576658283,0.033148476286820425,0.017053847277896807
0.005954879253096848,-0.017053847277896807,0.008795216991425119,-0.004104104995810711,-0.0033159865553021644,0.0064301842308963275,-0.008790464058243132,-0.005954879253096848
0.002510100481710819,0.005954879253096848,-0.017053847277896807,0.008795216991425119,-0.004104104995810711,-0.0033159865553021644,-0.0058696307937785306,-0.002510100481710819
-0.0036599623743275166,0.002510100481710819,0.005954879253096848,-0.017053847277896807,0.008795216991425119,-0.004104104995810711,0.00367871728231935,0.0036599623743275166
